flight_id,airline,from_airport,to_airport,departure_time,arrival_time,duration_minutes,price,cabin,stops,available_seats
FL06952,Hainan Airlines,CPH,ATL,01:50,05:13,203,1787,First,0,248
FL06953,Wingo,ADD,CLT,11:55,19:21,446,1097,Economy,1,34
FL06954,EVA Air,KUL,CTS,11:25,01:33,848,5740,Business,2,26
FL06955,Frontier Airlines,HND,TLV,03:25,10:41,436,948,Economy,0,141
FL06956,Aegean Airlines,MCT,PHX,08:05,10:46,161,401,Economy,0,155
FL06957,Qatar Airways,MIA,BNE,06:40,18:09,689,1336,Economy,1,64
FL06958,Norwegian Air,MCO,XIY,11:20,18:08,408,569,Premium Economy,0,82
FL06959,Bamboo Airways,PRG,AMM,20:55,12:19,924,1292,Premium Economy,1,78
FL06960,RyanAir,CPH,AUS,19:45,06:21,636,1312,Premium Economy,1,139
FL06961,Emirates,JNB,MAN,04:30,15:08,638,1330,Economy,0,162
FL06962,KLM,CGK,CPT,20:10,22:42,152,373,Economy,0,158
FL06963,Emirates,FRA,GIG,15:35,00:50,555,2006,Business,1,229
FL06964,LOT Polish,WLG,HYD,05:45,10:15,270,310,Economy,2,204
FL06965,Turkish Airlines,STL,IAH,18:35,05:12,637,657,Economy,0,78
FL06966,SriLankan Airlines,AUH,SEA,20:05,10:16,851,1005,Economy,0,235
FL06967,SriLankan Airlines,ARN,SFO,17:40,07:45,845,1049,Economy,1,176
FL06968,Olympic Air,FRA,JNB,05:35,11:01,326,359,Economy,0,171
FL06969,Croatia Airlines,CAI,MAA,10:20,22:12,712,2873,Business,1,131
FL06970,Swiss International,SGN,CDG,13:55,15:54,119,156,Premium Economy,0,99
FL06971,Kenya Airways,HYD,DXB,15:35,03:54,739,1320,Economy,1,59
FL06972,Korean Air,CDG,AMM,20:30,21:25,55,272,Business,1,44
FL06973,Air France,KUL,CPT,05:50,20:02,852,1113,Economy,0,236
FL06974,Delta Air Lines,AMS,RUH,17:25,01:24,479,1167,Economy,2,226
FL06975,Alaska Airlines,PTY,CMN,08:25,15:23,418,920,Economy,0,153
FL06976,WestJet,FRA,HEL,05:40,13:50,490,838,Economy,1,117
FL06977,Shenzhen Airlines,CLT,KWI,19:40,09:35,835,1619,Economy,0,52
FL06978,Garuda Indonesia,BOS,NRT,23:05,06:46,461,766,Economy,0,21
FL06979,Wingo,DXB,BNA,09:30,12:10,160,380,Economy,0,246
FL06980,EgyptAir,KUL,YYZ,07:45,10:42,177,353,Premium Economy,0,137
FL06981,SAS Scandinavian,VIE,MAA,12:20,15:46,206,1545,First,0,207
FL06982,Swiss International,MEX,MUC,20:15,07:39,684,3280,Business,1,218
FL06983,Royal Jordanian,CPT,IAH,06:10,11:10,300,1568,Business,0,226
FL06984,Aeromexico,YVR,MAA,09:00,16:27,447,412,Economy,0,157
FL06985,Singapore Airlines,STN,KIX,18:10,02:33,503,618,Economy,0,236
FL06986,Starlux Airlines,CGK,CTS,16:10,23:26,436,410,Economy,1,109
FL06987,Gol Airlines,DOH,LIM,20:40,08:56,736,8409,First,0,86
FL06988,Norwegian Air,PVG,GIG,05:05,16:03,658,3267,Business,1,12
FL06989,TAP Air Portugal,NBO,KUL,03:20,06:34,194,383,Economy,0,96
FL06990,ANA,IAD,ANC,01:20,08:58,458,1910,Business,0,184
FL06991,Delta Air Lines,SIN,CLT,12:30,01:01,751,613,Economy,2,198
FL06992,Frontier Airlines,MAD,AKL,15:40,19:59,259,656,Premium Economy,0,97
FL06993,EgyptAir,LIS,PER,05:20,19:15,835,5520,Business,2,43
FL06994,Volaris,NAN,CMN,05:40,17:48,728,1904,Premium Economy,1,235
FL06995,Aegean Airlines,JED,DEN,04:30,07:03,153,521,Business,0,149
FL06996,EVA Air,PDX,IAH,09:50,00:46,896,3196,Premium Economy,0,79
FL06997,Fiji Airways,HND,CTS,05:35,12:15,400,948,Premium Economy,0,2
FL06998,Philippine Airlines,ADD,HND,06:10,12:26,376,806,Economy,2,128
FL06999,Lufthansa,ATH,AKL,05:20,13:56,516,477,Economy,2,88
FL07000,Aer Lingus,SZX,SCL,22:40,12:01,801,3875,Business,0,238
FL07001,Czech Airlines,GRU,SIN,11:10,20:29,559,472,Economy,1,107
FL07002,Air Malta,NBO,PDX,03:30,14:10,640,920,Economy,0,4
FL07003,JetBlue Airways,BOS,CPH,15:00,22:34,454,649,Economy,0,143
FL07004,JetSMART,AKL,FCO,18:25,01:46,441,869,Economy,2,83
FL07005,China Eastern,ADD,LIS,02:10,12:57,647,2555,Premium Economy,0,139
FL07006,Fiji Airways,PUS,BCN,19:25,22:31,186,384,Premium Economy,1,86
FL07007,Gol Airlines,ICN,KUL,02:55,17:13,858,6624,Business,1,164
FL07008,Qatar Airways,KTM,CTS,16:00,02:37,637,851,Economy,0,66
FL07009,Japan Airlines,MXP,WLG,16:50,02:18,568,692,Economy,0,95
FL07010,United Airlines,SUV,KUL,13:40,03:11,811,1187,Economy,2,209
FL07011,Wingo,PEK,YYZ,21:55,01:46,231,624,Premium Economy,1,65
FL07012,Aeroflot,CHC,SZX,21:45,09:47,722,5196,Business,2,123
FL07013,Avianca,CAI,CGK,17:55,21:52,237,924,Premium Economy,1,189
FL07014,WestJet,BNE,LOS,07:30,14:52,442,1481,Premium Economy,1,78
FL07015,Azul Airlines,LGW,BOG,09:15,10:53,98,117,Economy,0,110
FL07016,JetSMART,STL,ATH,12:30,01:44,794,1941,Economy,0,196
FL07017,Air India,TLV,SGN,02:30,03:18,48,139,Premium Economy,0,171
FL07018,Oman Air,KUL,DPS,13:30,14:43,73,244,Premium Economy,0,19
FL07019,Royal Jordanian,BNA,EWR,12:05,03:36,931,11550,First,1,120
FL07020,Gulf Air,ZRH,FRA,17:55,19:09,74,77,Economy,0,187
FL07021,Alaska Airlines,DEN,ADL,18:45,02:47,482,897,Economy,2,78
FL07022,InterJet,CTU,CMB,04:05,12:56,531,2201,Business,0,100
FL07023,Alaska Airlines,LOS,ATH,13:40,19:27,347,2448,Business,1,176
FL07024,easyJet,AMS,SZX,09:25,18:07,522,1208,Economy,0,88
FL07025,Vietnam Airlines,TPA,BOG,10:50,18:49,479,3094,Business,0,152
FL07026,Wizz Air,BNA,DFW,13:05,17:02,237,451,Economy,0,202
FL07027,Volaris,ZRH,YYZ,12:15,23:09,654,1518,Economy,0,161
FL07028,Spirit Airlines,LGW,ADL,18:35,02:02,447,4152,First,1,98
FL07029,Iberia,CGK,CTS,15:05,00:56,591,6963,First,0,239
FL07030,Air Canada,NAN,MNL,18:30,21:05,155,383,Economy,0,163
FL07031,Malaysia Airlines,CLT,KWI,15:25,23:19,474,1145,Economy,1,72
FL07032,SpiceJet,MAN,KUL,03:00,13:47,647,629,Economy,0,201
FL07033,China Airlines,GRU,DTW,13:35,17:06,211,445,Economy,0,129
FL07034,American Airlines,CPH,MXP,05:30,09:47,257,2019,Business,0,144
FL07035,TAP Air Portugal,GMP,MEX,18:40,20:38,118,245,Economy,1,11
FL07036,Philippine Airlines,DTW,AUS,14:10,22:07,477,1204,Premium Economy,2,247
FL07037,Icelandair,ANC,MAA,22:35,13:05,870,2126,Economy,0,158
FL07038,Middle East Airlines,MXP,WAW,02:30,07:57,327,476,Economy,0,27
FL07039,Emirates,SGN,ICN,22:50,06:17,447,621,Economy,0,84
FL07040,British Airways,LIM,PVG,11:35,00:11,756,1444,Economy,2,136
FL07041,Austrian Airlines,AMM,GRU,04:55,06:33,98,81,Economy,0,203
FL07042,Brussels Airlines,KWI,RDU,20:05,01:54,349,440,Economy,1,21
FL07043,Spirit Airlines,CHC,DXB,04:00,16:59,779,6182,First,1,140
FL07044,Etihad Airways,STL,MEX,00:20,15:19,899,10043,First,1,120
FL07045,Sky Airline,HKG,ATL,12:10,15:02,172,161,Economy,0,27
FL07046,Air France,MIA,MUC,22:25,07:49,564,667,Economy,2,206
FL07047,Croatia Airlines,CGK,DXB,20:55,23:18,143,681,Business,0,139
FL07048,GoFirst,RUH,LIS,22:10,01:46,216,1446,Business,0,220
FL07049,Etihad Airways,HND,DAC,04:05,08:53,288,1040,Premium Economy,1,93
FL07050,WestJet,SIN,KTM,08:35,18:43,608,1099,Premium Economy,0,140
FL07051,IndiGo,AKL,ATH,21:40,00:53,193,239,Economy,0,3
FL07052,Spirit Airlines,STL,JNB,09:05,21:16,731,1791,Economy,2,96
FL07053,Cathay Pacific,MSP,TPE,19:30,23:25,235,710,Business,0,250
FL07054,Starlux Airlines,MUC,GRU,03:50,19:05,915,1645,Economy,2,21
FL07055,Virgin Atlantic,ICN,SCL,12:25,03:41,916,6355,Business,1,249
FL07056,Hainan Airlines,SAN,BOS,21:00,12:38,938,2971,Premium Economy,1,186
FL07057,Wizz Air,IST,LIS,21:00,08:02,662,880,Premium Economy,0,130
FL07058,El Al,MAA,CTU,05:45,21:10,925,2780,Business,2,2
FL07059,Air Baltic,DUB,DFW,02:40,09:39,419,4136,First,1,40
FL07060,Malaysia Airlines,RDU,ZRH,17:35,09:18,943,1385,Economy,2,125
FL07061,Thai Airways,GIG,EDI,12:25,01:35,790,663,Economy,0,216
FL07062,KLM,CMN,LAX,21:45,04:32,407,882,Economy,0,154
FL07063,Southwest Airlines,GIG,EWR,05:55,21:36,941,1186,Economy,1,67
FL07064,Saudi Airlines,HKG,XIY,02:25,12:57,632,6495,First,1,34
FL07065,Shenzhen Airlines,BKK,SUV,08:40,16:00,440,1283,Business,0,240
FL07066,Sky Airline,YUL,SGN,22:45,01:31,166,688,Business,0,19
FL07067,United Airlines,IST,NAN,12:55,14:42,107,227,Economy,0,44
FL07068,Vietnam Airlines,KUL,HND,14:40,15:27,47,79,Economy,1,51
FL07069,easyJet,BAH,LIS,14:15,17:33,198,1564,Business,0,15
FL07070,Turkish Airlines,MNL,PDX,13:25,23:52,627,4217,Business,1,80
FL07071,Kenya Airways,RDU,SIN,15:50,05:15,805,4579,Business,1,179
FL07072,Croatia Airlines,BUD,DTW,23:45,09:40,595,1985,Premium Economy,2,18
FL07073,Swiss International,BNE,CLT,20:15,05:11,536,2612,First,1,185
FL07074,Ethiopian Airlines,AKL,TPE,22:35,02:25,230,503,Economy,0,37
FL07075,British Airways,SVO,BOM,13:10,15:34,144,380,Business,0,140
FL07076,Singapore Airlines,PTY,GIG,18:05,00:01,356,2284,Business,1,214
FL07077,Etihad Airways,MUC,WAW,07:05,19:23,738,2163,Business,2,152
FL07078,KLM,YVR,ZRH,07:05,11:45,280,503,Economy,0,138
FL07079,Wizz Air,BNA,CUN,14:05,18:25,260,612,Economy,2,10
FL07080,Air Canada,JNB,SEA,21:30,06:51,561,2084,Premium Economy,1,1
FL07081,Wingo,CDG,NAN,14:45,22:47,482,985,Premium Economy,1,224
FL07082,EVA Air,TPA,NRT,16:25,19:42,197,902,Business,1,196
FL07083,Wizz Air,MEL,EZE,09:05,13:41,276,278,Economy,1,160
FL07084,Vueling,PRG,HEL,10:55,13:44,169,580,Premium Economy,0,71
FL07085,Spirit Airlines,YUL,LIS,01:10,08:16,426,860,Economy,1,244
FL07086,Etihad Airways,CEB,TLV,16:45,20:05,200,375,Economy,0,24
FL07087,Gol Airlines,DXB,MCO,07:05,13:37,392,1142,Premium Economy,1,201
FL07088,Royal Jordanian,DTW,STN,22:00,08:17,617,4080,Business,1,211
FL07089,Kenya Airways,MCT,HEL,15:25,20:11,286,2201,Business,1,140
FL07090,InterJet,ATL,MCO,07:25,11:24,239,243,Economy,0,20
FL07091,Condor,CAI,LHR,13:10,15:51,161,2172,First,0,222
FL07092,Air Baltic,RDU,WAW,13:45,03:36,831,11319,First,0,143
FL07093,Royal Jordanian,MAA,KWI,12:20,23:35,675,1073,Premium Economy,1,126
FL07094,Gol Airlines,PVG,DUB,19:55,03:05,430,554,Economy,0,46
FL07095,Hainan Airlines,CPH,SIN,13:05,04:20,915,3168,Premium Economy,1,29
FL07096,Volaris,RDU,DUB,09:10,15:22,372,638,Premium Economy,1,215
FL07097,Bamboo Airways,PDX,ATL,12:55,00:46,711,1537,Economy,2,124
FL07098,Air Malta,BOG,SIN,11:15,17:48,393,1072,Premium Economy,0,52
FL07099,Spirit Airlines,YYZ,DUB,19:55,10:45,890,2224,Economy,2,249
FL07100,JetBlue Airways,IST,MUC,22:30,11:55,805,1461,Economy,2,50
FL07101,Southwest Airlines,DEN,OSL,18:15,00:59,404,567,Economy,0,127
FL07102,JetSMART,SCL,ADL,15:10,04:53,823,2345,Business,0,144
FL07103,South African Airways,ADL,ATL,21:20,00:30,190,483,Premium Economy,0,96
FL07104,Vistara,ANC,LOS,11:25,00:41,796,931,Economy,1,41
FL07105,Spirit Airlines,PRG,FRA,15:30,02:27,657,5351,First,1,177
FL07106,Emirates,ATH,CPT,16:45,03:35,650,1324,Economy,0,55
FL07107,IndiGo,YYZ,EZE,00:50,11:01,611,832,Premium Economy,0,171
FL07108,Malaysia Airlines,SUV,MEX,18:40,07:49,789,1414,Premium Economy,0,42
FL07109,JetSMART,HND,HKG,13:50,01:37,707,975,Economy,2,42
FL07110,El Al,LIM,MSP,23:00,01:03,123,212,Economy,0,148
FL07111,Air Malta,JED,OSL,13:50,19:12,322,2531,Business,1,151
FL07112,Volaris,AMM,NRT,23:05,08:34,569,6858,First,0,164
FL07113,WestJet,PER,PPT,07:05,16:34,569,1214,Economy,0,117
FL07114,Shenzhen Airlines,ADD,MEL,05:40,11:45,365,512,Economy,1,233
FL07115,GoFirst,LIS,ZRH,21:00,11:37,877,2008,Economy,0,37
FL07116,Aer Lingus,HYD,ADL,04:05,06:50,165,593,Premium Economy,0,136
FL07117,Lufthansa,BNE,ARN,10:05,11:10,65,220,Business,0,4
FL07118,Avianca,HAN,MAA,20:45,04:39,474,917,Economy,1,96
FL07119,Frontier Airlines,SFO,OSL,08:35,19:10,635,1307,Economy,1,115
FL07120,Air Seychelles,KIX,MCT,08:50,16:09,439,947,Economy,1,83
FL07121,China Airlines,CHC,IAD,12:15,03:46,931,2086,Economy,0,56
FL07122,Hawaiian Airlines,LHR,ICN,08:35,11:01,146,675,Business,0,225
FL07123,Azul Airlines,BOS,MUC,05:25,10:23,298,3382,First,1,30
FL07124,Lion Air,ORD,MAA,00:05,02:21,136,140,Economy,0,13
FL07125,Thai Airways,PPT,WLG,23:50,05:34,344,531,Premium Economy,0,106
FL07126,Gulf Air,PUS,MUC,01:50,07:01,311,654,Economy,0,168
FL07127,Olympic Air,AUS,SCL,22:25,00:33,128,863,First,0,61
FL07128,Air Serbia,DAR,SGN,23:10,02:04,174,184,Economy,0,181
FL07129,Olympic Air,NBO,SAN,12:00,13:42,102,1028,First,0,232
FL07130,Brussels Airlines,DXB,HYD,03:45,08:21,276,396,Economy,0,25
FL07131,Pegasus Airlines,NBO,DOH,11:45,02:34,889,6716,Business,0,79
FL07132,Saudi Airlines,XIY,AMM,08:30,18:51,621,886,Economy,1,152
FL07133,Croatia Airlines,LOS,DAC,18:35,03:13,518,2339,Business,1,224
FL07134,Aeromexico,BNE,YYZ,01:05,14:42,817,1622,Economy,0,156
FL07135,Lufthansa,SIN,ADD,11:00,19:59,539,1320,Premium Economy,1,207
FL07136,Singapore Airlines,DUB,YUL,23:05,07:40,515,531,Economy,0,151
FL07137,LATAM Airlines,NBO,BCN,00:40,03:45,185,241,Economy,1,21
FL07138,flydubai,CEB,PDX,15:15,20:55,340,1072,Business,1,245
FL07139,Spirit Airlines,IAH,BOS,22:35,03:11,276,368,Economy,0,54
FL07140,South African Airways,CAN,BNE,08:45,17:59,554,927,Economy,2,92
FL07141,Delta Air Lines,FCO,CGK,10:15,00:48,873,1170,Economy,1,158
FL07142,Norwegian Air,BAH,ATL,09:15,17:11,476,1133,Economy,0,140
FL07143,Azul Airlines,PER,ORD,17:40,23:26,346,605,Economy,0,8
FL07144,Eurowings,MSP,BUD,09:20,22:40,800,849,Economy,1,226
FL07145,AirAsia,PVG,KTM,15:25,04:06,761,1237,Economy,1,25
FL07146,Singapore Airlines,MRU,MNL,00:30,04:41,251,712,Premium Economy,0,85
FL07147,Emirates,DUB,KWI,22:50,10:35,705,1248,Premium Economy,2,99
FL07148,Royal Air Maroc,KWI,CPH,08:35,16:20,465,945,Economy,1,155
FL07149,Vietnam Airlines,HAN,CTU,10:00,16:48,408,394,Economy,0,70
FL07150,Southwest Airlines,CPT,HKG,11:20,22:54,694,1133,Economy,0,233
FL07151,Lion Air,EDI,CUN,07:50,12:01,251,383,Economy,0,139
FL07152,British Airways,LIS,NBO,03:05,04:19,74,93,Economy,0,146
FL07153,Shenzhen Airlines,ICN,STN,11:15,17:13,358,672,Economy,0,158
FL07154,Saudi Airlines,ANC,GMP,06:20,17:22,662,3679,First,0,13
FL07155,Kenya Airways,CMB,DAR,06:55,17:28,633,549,Economy,0,163
FL07156,Vistara,ADD,SCL,07:15,09:22,127,1270,First,0,200
FL07157,SriLankan Airlines,MXP,AKL,02:55,04:27,92,160,Economy,0,246
FL07158,Pegasus Airlines,ICN,MAD,06:55,17:01,606,511,Economy,0,114
FL07159,Cebu Pacific,ADL,DOH,17:35,18:31,56,176,Premium Economy,0,98
FL07160,TAP Air Portugal,DTW,CHC,06:05,14:13,488,3608,First,1,54
FL07161,Condor,LIS,MEL,04:20,15:25,665,1375,Economy,0,233
FL07162,China Eastern,ATH,BKK,19:15,00:46,331,476,Economy,1,153
FL07163,Condor,BUD,RDU,09:15,20:06,651,871,Economy,0,124
FL07164,Air Seychelles,CUN,DPS,02:25,16:19,834,1593,Premium Economy,2,133
FL07165,Austrian Airlines,LGW,GMP,01:15,05:06,231,1644,Business,0,2
FL07166,Hainan Airlines,CAI,DEN,12:00,03:10,910,1436,Premium Economy,0,90
FL07167,China Eastern,DAR,CGK,11:05,22:30,685,1181,Economy,2,238
FL07168,Cathay Pacific,STL,DAC,12:30,15:36,186,242,Economy,0,126
FL07169,LATAM Airlines,RDU,DXB,22:05,00:18,133,174,Premium Economy,0,161
FL07170,Gol Airlines,CUN,SZX,06:25,18:22,717,2065,Premium Economy,0,244
FL07171,Copa Airlines,MNL,KIX,04:35,11:06,391,807,Economy,0,125
FL07172,China Eastern,BNE,JFK,14:10,21:01,411,1968,Business,0,228
FL07173,Alaska Airlines,FCO,ADL,06:20,16:24,604,5780,First,0,15
FL07174,Lufthansa,SIN,HKG,05:00,19:14,854,788,Economy,0,118
FL07175,Shenzhen Airlines,DAC,HKG,04:25,16:35,730,7183,First,2,120
FL07176,TAP Air Portugal,BNA,ADD,04:55,14:15,560,743,Economy,0,23
FL07177,InterJet,NAN,MEX,20:10,22:14,124,306,Economy,0,14
FL07178,Philippine Airlines,STN,AUS,21:05,01:17,252,1235,Business,0,17
FL07179,Olympic Air,PUS,ADD,16:50,06:22,812,3027,Premium Economy,1,19
FL07180,WestJet,IAD,TPE,22:10,06:37,507,1860,Premium Economy,0,78
FL07181,Emirates,SGN,KWI,07:15,11:20,245,907,Premium Economy,1,133
FL07182,Hawaiian Airlines,RDU,PEK,16:10,04:56,766,3100,Business,0,151
FL07183,Kenya Airways,CEB,IAD,19:35,07:02,687,1326,Economy,0,232
FL07184,Spirit Airlines,CPT,CAN,09:30,14:42,312,1612,Business,0,217
FL07185,Aeromexico,MCT,LAX,00:05,14:06,841,1205,Economy,2,184
FL07186,Aeroflot,AKL,HYD,18:25,04:23,598,3260,Business,0,108
FL07187,British Airways,GMP,TPE,17:10,21:52,282,473,Premium Economy,2,25
FL07188,Condor,AKL,ARN,22:10,01:51,221,476,Premium Economy,0,174
FL07189,Gulf Air,STN,CEB,02:35,10:11,456,787,Economy,0,209
FL07190,Delta Air Lines,MAA,MXP,01:35,05:32,237,212,Economy,0,20
FL07191,Hawaiian Airlines,MAN,GRU,14:20,03:10,770,1065,Economy,0,212
FL07192,Oman Air,CMB,LAX,07:50,11:53,243,627,Business,0,178
FL07193,flydubai,BUD,CHC,14:40,16:57,137,332,Economy,0,144
FL07194,IndiGo,AKL,HNL,11:25,23:01,696,7436,First,0,112
FL07195,LATAM Airlines,MIA,CAN,06:30,08:09,99,229,Economy,0,23
FL07196,Delta Air Lines,JNB,NAN,05:50,08:43,173,1014,Business,1,176
FL07197,Alaska Airlines,LGW,TLV,18:30,07:18,768,9163,First,0,72
FL07198,Vietnam Airlines,SVO,AUH,10:20,01:41,921,1204,Premium Economy,1,185
FL07199,El Al,LIS,CDG,08:10,09:14,64,217,Premium Economy,1,194
FL07200,SriLankan Airlines,CTU,JED,01:50,13:05,675,1713,Premium Economy,1,151
FL07201,Air Serbia,MSP,TLV,02:15,04:43,148,230,Premium Economy,1,5
FL07202,LOT Polish,SAN,DEL,08:55,19:38,643,1531,Economy,0,216
FL07203,GoFirst,PPT,BNE,13:35,15:10,95,592,Business,0,110
FL07204,JetSMART,DTW,PER,17:25,20:11,166,1084,Business,0,5
FL07205,Swiss International,LIM,DPS,11:35,22:46,671,1403,Premium Economy,0,222
FL07206,SriLankan Airlines,MCT,STN,11:00,18:33,453,758,Economy,0,87
FL07207,Pegasus Airlines,MAA,JED,02:05,09:19,434,1355,Premium Economy,1,125
FL07208,Copa Airlines,SUV,LIM,01:40,15:38,838,1801,Premium Economy,1,157
FL07209,Gulf Air,KIX,GMP,21:05,09:42,757,1830,Economy,1,74
FL07210,JetBlue Airways,SIN,SFO,06:55,12:34,339,826,Economy,1,143
FL07211,Lion Air,BOG,KTM,14:05,18:35,270,942,Premium Economy,1,156
FL07212,Singapore Airlines,HAN,PDX,13:40,19:24,344,478,Economy,1,43
FL07213,American Airlines,DUB,SYD,14:40,01:53,673,1312,Economy,0,51
FL07214,TAROM,IST,ADD,01:20,02:07,47,83,Economy,1,224
FL07215,Swiss International,GIG,ANC,05:10,11:52,402,4702,First,0,182
FL07216,Oman Air,MNL,LIM,03:00,16:06,786,1384,Economy,2,51
FL07217,Air New Zealand,GRU,PHX,04:00,12:07,487,718,Economy,0,70
FL07218,Cebu Pacific,CDG,CGK,00:15,08:47,512,691,Economy,0,198
FL07219,Volaris,WAW,CMB,01:40,15:31,831,5305,Business,0,183
FL07220,Garuda Indonesia,XIY,SFO,03:35,19:28,953,845,Economy,2,176
FL07221,Austrian Airlines,HNL,PPT,04:35,17:37,782,2318,Premium Economy,0,149
FL07222,Frontier Airlines,BNE,MSP,19:40,09:44,844,2022,Economy,0,193
FL07223,Emirates,IAH,MIA,23:40,09:35,595,1039,Economy,0,54
FL07224,Emirates,PHX,PPT,14:35,15:59,84,608,Business,0,43
FL07225,Copa Airlines,NBO,MEX,02:00,04:54,174,322,Economy,0,36
FL07226,Frontier Airlines,DOH,AMS,15:50,07:08,918,6303,First,0,150
FL07227,Air Baltic,GIG,BAH,08:10,17:23,553,742,Premium Economy,1,55
FL07228,Pegasus Airlines,JED,LAX,08:15,09:30,75,176,Economy,0,210
FL07229,LOT Polish,MAD,ICN,09:25,10:35,70,476,Business,0,33
FL07230,Middle East Airlines,PER,MNL,17:55,01:26,451,2425,Business,2,24
FL07231,South African Airways,PER,MAN,22:20,06:11,471,1441,Premium Economy,0,225
FL07232,JetBlue Airways,IAD,YUL,17:30,22:35,305,329,Economy,0,77
FL07233,Air Arabia,CTS,MAN,22:55,11:37,762,1622,Economy,0,99
FL07234,KLM,CEB,NBO,13:30,03:47,857,4449,First,0,88
FL07235,Etihad Airways,SIN,BLR,01:05,04:30,205,442,Economy,0,217
FL07236,Korean Air,IST,RUH,01:35,09:06,451,795,Premium Economy,0,149
FL07237,SpiceJet,XIY,YYZ,02:30,12:49,619,2496,Business,0,4
FL07238,Hainan Airlines,EWR,PVG,09:05,23:34,869,746,Economy,1,71
FL07239,Southwest Airlines,WAW,MXP,23:20,00:09,49,150,Premium Economy,0,219
FL07240,Swiss International,CAN,STN,12:55,15:46,171,1881,First,0,196
FL07241,Volaris,EDI,SAN,15:50,20:08,258,236,Economy,1,145
FL07242,Saudi Airlines,SUV,HND,09:20,16:43,443,2535,First,0,72
FL07243,EgyptAir,STN,HAN,19:05,07:13,728,1122,Economy,1,72
FL07244,LATAM Airlines,MIA,AKL,02:05,07:35,330,277,Economy,1,197
FL07245,Saudi Airlines,DEL,VIE,09:45,12:45,180,633,Premium Economy,0,14
FL07246,Garuda Indonesia,SCL,BCN,14:05,05:20,915,1893,Economy,1,36
FL07247,Turkish Airlines,NBO,SUV,09:50,21:59,729,1288,Economy,0,32
FL07248,Sky Airline,LOS,PHX,03:30,16:36,786,5788,Business,0,7
FL07249,Fiji Airways,MAN,WLG,05:20,08:05,165,329,Premium Economy,0,201
FL07250,SAS Scandinavian,CGK,MSP,12:15,23:18,663,1072,Economy,2,10
FL07251,TAROM,HYD,SFO,12:15,17:06,291,2238,First,2,91
FL07252,Bamboo Airways,RDU,DUB,12:35,19:24,409,618,Economy,0,108
FL07253,IndiGo,PER,DAC,08:45,21:41,776,4086,First,0,130
FL07254,AirAsia,RUH,SZX,23:20,00:17,57,211,Business,0,36
FL07255,GoFirst,YYZ,CAI,08:55,15:41,406,2541,First,0,173
FL07256,Jazeera Airways,LGW,STN,03:20,10:53,453,696,Premium Economy,0,146
FL07257,Starlux Airlines,SCL,LOS,01:25,16:33,908,1501,Economy,1,244
FL07258,China Eastern,SCL,ANC,09:30,20:10,640,574,Economy,1,21
FL07259,SpiceJet,ZRH,NAN,19:35,06:10,635,1319,Economy,0,117
FL07260,Cathay Pacific,MAD,WAW,01:35,08:26,411,353,Economy,2,84
FL07261,Finnair,SYD,MXP,11:05,15:24,259,608,Economy,2,9
FL07262,American Airlines,ORD,NBO,04:55,19:37,882,4235,First,1,85
FL07263,JetBlue Airways,DAR,DXB,03:10,17:26,856,9823,First,2,92
FL07264,Cebu Pacific,MCT,MNL,23:25,09:54,629,2131,Premium Economy,2,17
FL07265,Saudi Airlines,CLT,CAI,10:15,17:28,433,942,Economy,0,22
FL07266,Air Malta,JED,BNA,04:40,06:10,90,174,Economy,0,90
FL07267,ANA,LIM,CTU,08:55,21:45,770,4576,Business,1,39
FL07268,Czech Airlines,AKL,HNL,17:05,08:45,940,852,Economy,2,220
FL07269,Vietnam Airlines,ADD,CTS,05:30,08:13,163,163,Economy,0,3
FL07270,Air China,MEX,LAX,08:25,09:52,87,197,Economy,0,160
FL07271,Hawaiian Airlines,CTU,PDX,21:05,00:25,200,199,Economy,1,206
FL07272,SAS Scandinavian,DEL,GIG,22:50,06:05,435,628,Economy,0,212
FL07273,Jazeera Airways,CAI,LIM,05:05,11:32,387,1465,Business,0,220
FL07274,Olympic Air,PRG,CDG,02:20,10:14,474,965,Economy,1,2
FL07275,Bamboo Airways,BAH,EDI,08:35,15:41,426,800,Premium Economy,0,232
FL07276,Royal Air Maroc,SYD,HKG,03:15,18:30,915,1797,Economy,0,54
FL07277,Starlux Airlines,OSL,MSP,14:25,17:03,158,261,Economy,0,114
FL07278,Air China,SGN,TPE,10:25,15:37,312,832,Premium Economy,0,109
FL07279,Swiss International,DAC,MAA,21:25,11:15,830,1399,Economy,1,236
FL07280,Royal Air Maroc,MCT,JFK,01:55,15:15,800,4643,Business,1,32
FL07281,Shenzhen Airlines,HEL,LOS,07:30,15:31,481,3932,First,0,233
FL07282,Croatia Airlines,MXP,KIX,16:30,21:27,297,340,Economy,0,85
FL07283,Singapore Airlines,CPT,SUV,02:10,04:20,130,167,Economy,0,91
FL07284,Garuda Indonesia,EZE,ZRH,14:10,23:39,569,1254,Economy,1,233
FL07285,Vistara,ATL,SGN,19:30,20:29,59,76,Economy,0,168
FL07286,SAS Scandinavian,PDX,LGW,00:30,06:02,332,572,Economy,0,86
FL07287,Starlux Airlines,ADL,EWR,04:20,19:50,930,6153,Business,2,59
FL07288,Air India,MRU,PEK,09:15,22:55,820,2369,Premium Economy,1,57
FL07289,IndiGo,CAN,SIN,13:15,23:15,600,1915,Premium Economy,0,28
FL07290,EgyptAir,SFO,ADD,23:40,12:08,748,7887,First,0,202
